"","variable"
"21429",21714
"21430",21714
"21431",21714
"21432",21714
"21433",21714
"21434",21714
"21435",21714
"21436",21715
"21437",21717
"21438",21717
"21439",21717
"21440",21717
"21441",21717
"21442",21717
"21443",21717
"21444",21717
"21445",21717
"21446",21718
"21447",21719
"21448",21719
"21449",21719
"21450",21721
"21451",21721
"21452",21724
"21453",21724
"21454",21724
"21455",21725
"21456",21725
"21457",21725
"21458",21726
"21459",21726
"21460",21727
"21461",21729
"21462",21729
"21463",21729
"21464",21730
"21465",21731
"21466",21732
"21467",21732
"21468",21736
"21469",21736
"21470",21739
"21471",21739
"21472",21739
"21473",21739
"21474",21739
"21475",21739
"21476",21739
"21477",21739
"21478",21739
"21479",21739
"21480",21739
"21481",21739
"21482",21739
"21483",21739
"21484",21739
"21485",21739
"21486",21739
"21487",21739
"21488",21739
"21489",21739
"21490",21739
"21491",21739
"21492",21739
"21493",21739
"21494",21739
"21495",21739
"21496",21739
"21497",21739
"21498",21739
"21499",21739
"21500",21739
"21501",21739
"21502",21739
"21503",21739
"21504",21739
"21505",21739
"21506",21739
"21507",21739
"21508",21739
"21509",21739
"21510",21739
"21511",21739
"21512",21739
"21513",21739
"21514",21739
"21515",21739
"21516",21739
"21517",21739
"21518",21740
"21519",21740
"21520",21740
"21521",21742
"21522",21743
"21523",21744
"21524",21744
"21525",21744
"21526",21744
"21527",21745
"21528",21745
"21529",21745
"21530",21745
"21531",21749
"21532",21750
"21533",21750
"21534",21750
"21535",21750
"21536",21751
"21537",21752
"21538",21752
"21539",21752
"21540",21752
"21541",21752
"21542",21752
"21543",21755
"21544",21755
"21545",21755
"21546",21757
"21547",21757
"21548",21758
"21549",21762
"21550",21762
"21551",21763
"21552",21764
"21553",21764
"21554",21764
"21555",21764
"21556",21764
"21557",21765
"21558",21765
"21559",21766
"21560",21766
"21561",21766
"21562",21767
"21563",21767
"21564",21767
"21565",21767
"21566",21767
"21567",21768
"21568",21769
"21569",21770
"21570",21770
"21571",21770
"21572",21771
"21573",21772
"21574",21772
"21575",21774
"21576",21774
"21577",21774
"21578",21775
"21579",21775
"21580",21776
"21581",21776
"21582",21778
"21583",21779
"21584",21781
"21585",21781
"21586",21783
"21587",21784
"21588",21785
"21589",21788
"21590",21788
"21591",21788
"21592",21788
"21593",21788
"21594",21788
"21595",21788
"21596",21788
"21597",21788
"21598",21788
"21599",21789
"21600",21789
"21601",21790
"21602",21791
"21603",21791
"21604",21793
"21605",21793
"21606",21793
"21607",21794
"21608",21794
"21609",21796
"21610",21796
"21611",21801
"21612",21801
"21613",21801
"21614",21802
"21615",21802
"21616",21811
"21617",21812
"21618",21812
"21619",21813
"21620",21814
"21621",21814
"21622",21814
"21623",21814
"21624",21814
"21625",21814
"21626",21815
"21627",21815
"21628",21815
"21629",21816
"21630",21816
"21631",21816
"21632",21818
"21633",21821
"21634",21822
"21635",21822
"21636",21823
"21637",21823
"21638",21823
"21639",21823
"21640",21823
"21641",21823
"21642",21823
"21643",21823
"21644",21823
"21645",21823
"21646",21823
"21647",21823
"21648",21823
"21649",21823
"21650",21823
"21651",21823
"21652",21823
"21653",21823
"21654",21823
"21655",21823
"21656",21823
"21657",21823
"21658",21823
"21659",21823
"21660",21823
"21661",21823
"21662",21823
"21663",21823
"21664",21823
"21665",21823
"21666",21823
"21667",21823
"21668",21823
"21669",21823
"21670",21823
"21671",21823
"21672",21823
"21673",21823
"21674",21823
"21675",21823
"21676",21823
"21677",21823
"21678",21823
"21679",21823
"21680",21823
"21681",21823
"21682",21823
"21683",21823
"21684",21824
"21685",21824
"21686",21832
"21687",21833
"21688",21833
"21689",21833
"21690",21836
"21691",21836
"21692",21836
"21693",21836
"21694",21836
"21695",21837
"21696",21840
"21697",21840
"21698",21842
"21699",21842
"21700",21842
"21701",21842
"21702",21842
"21703",21842
"21704",21842
"21705",21842
"21706",21845
"21707",21845
"21708",21845
"21709",21845
"21710",21846
"21711",21846
"21712",21846
"21713",21846
"21714",21846
"21715",21846
"21716",21846
"21717",21846
"21718",21846
"21719",21846
"21720",21846
"21721",21846
"21722",21846
"21723",21846
"21724",21846
"21725",21846
"21726",21846
"21727",21846
"21728",21846
"21729",21846
"21730",21848
"21731",21848
"21732",21848
"21733",21848
"21734",21848
"21735",21848
"21736",21849
"21737",21849
"21738",21849
"21739",21849
"21740",21849
"21741",21851
"21742",21853
"21743",21853
"21744",21853
"21745",21858
"21746",21858
"21747",21858
"21748",21858
"21749",21858
"21750",21858
"21751",21858
"21752",21858
"21753",21858
"21754",21858
"21755",21858
"21756",21858
"21757",21858
"21758",21858
"21759",21858
"21760",21858
"21761",21858
"21762",21858
"21763",21858
"21764",21858
"21765",21859
"21766",21859
"21767",21859
"21768",21859
"21769",21859
"21770",21859
"21771",21859
"21772",21859
"21773",21859
"21774",21859
"21775",21859
"21776",21859
"21777",21862
"21778",21863
"21779",21867
"21780",21879
"21781",21886
"21782",21888
"21783",21888
"21784",21888
"21785",21888
"21786",21888
"21787",21888
"21788",21888
"21789",21888
"21790",21888
"21791",21888
"21792",21888
"21793",21888
"21794",21888
"21795",21888
"21796",21889
"21797",21889
"21798",21889
"21799",21890
"21800",21901
"21801",21901
"21802",21901
"21803",21901
"21804",21901
"21805",21902
"21806",21908
"21807",21910
"21808",21914
"21809",21914
"21810",21931
"21811",21931
"21812",21934
"21813",21934
"21814",21952
"21815",21952
"21816",21955
"21817",21956
"21818",21975
"21819",21975
"21820",21975
"21821",21976
"21822",21976
"21823",21976
"21824",21978
"21825",21978
"21826",21980
"21827",21984
"21828",21988
"21829",21988
"21830",21989
"21831",21991
"21832",21991
"21833",21994
"21834",21995
"21835",21997
"21836",21997
"21837",21998
"21838",22000
"21839",22000
"21840",22001
"21841",22001
"21842",22002
"21843",22002
"21844",22002
"21845",22002
"21846",22003
"21847",22003
"21848",22003
"21849",22004
"21850",22004
"21851",22006
"21852",22006
"21853",22006
"21854",22006
"21855",22009
"21856",22010
"21857",22010
"21858",22053
"21859",22053
"21860",22053
"21861",22053
"21862",22063
"21863",22064
"21864",22066
"21865",22066
"21866",22069
"21867",22072
"21868",22073
"21869",22075
"21870",22079
"21871",22079
"21872",22082
"21873",22082
"21874",22083
"21875",22083
"21876",22083
"21877",22088
"21878",22088
"21879",22088
"21880",22088
"21881",22088
"21882",22088
"21883",22088
"21884",22091
"21885",22091
"21886",22091
"21887",22091
"21888",22091
"21889",22091
"21890",22091
"21891",22092
"21892",22092
"21893",22092
"21894",22092
"21895",22092
"21896",22092
"21897",22092
"21898",22092
"21899",22092
"21900",22095
"21901",22096
"21902",22096
"21903",22096
"21904",22096
"21905",22098
"21906",22101
"21907",22105
"21908",22111
"21909",22123
"21910",22123
"21911",22123
"21912",22127
"21913",22127
"21914",22127
"21915",22127
"21916",22127
"21917",22127
"21918",22127
"21919",22127
"21920",22127
"21921",22127
"21922",22127
"21923",22127
"21924",22127
"21925",22127
"21926",22127
"21927",22127
"21928",22127
"21929",22127
"21930",22127
"21931",22127
"21932",22127
"21933",22127
"21934",22127
"21935",22127
"21936",22127
"21937",22127
"21938",22127
"21939",22127
"21940",22127
"21941",22127
"21942",22127
"21943",22127
"21944",22127
"21945",22127
"21946",22127
"21947",22127
"21948",22127
"21949",22127
"21950",22127
"21951",22127
"21952",22127
"21953",22127
"21954",22127
"21955",22127
"21956",22127
"21957",22127
"21958",22127
"21959",22127
"21960",22127
"21961",22127
"21962",22130
"21963",22135
"21964",22156
"21965",22163
"21966",22181
"21967",22184
"21968",22185
"21969",22187
"21970",22187
"21971",22188
"21972",22190
"21973",22191
"21974",22191
"21975",22191
"21976",22199
"21977",22199
"21978",22199
"21979",22199
"21980",22200
"21981",22200
"21982",22200
"21983",22201
"21984",22204
"21985",22204
"21986",22204
"21987",22204
"21988",22204
"21989",22204
"21990",22204
"21991",22204
"21992",22207
"21993",22207
"21994",22207
"21995",22207
"21996",22207
"21997",22207
"21998",22207
"21999",22207
"22000",22211
"22001",22211
"22002",22215
"22003",22215
"22004",22215
"22005",22215
"22006",22219
"22007",22219
"22008",22219
"22009",22222
"22010",22222
"22011",22227
"22012",22228
"22013",22230
"22014",22230
"22015",22232
"22016",22235
"22017",22235
"22018",22235
"22019",22237
"22020",22241
"22021",22241
"22022",22244
"22023",22244
"22024",22244
"22025",22244
"22026",22244
"22027",22244
"22028",22244
"22029",22254
"22030",22258
"22031",22258
"22032",22258
"22033",22259
"22034",22259
"22035",22259
"22036",22259
"22037",22263
"22038",22267
"22039",22267
"22040",22268
"22041",22271
"22042",22271
"22043",22272
"22044",22272
"22045",22272
"22046",22276
"22047",22285
"22048",22290
"22049",22290
"22050",22293
"22051",22293
"22052",22293
"22053",22295
"22054",22296
"22055",22296
"22056",22299
"22057",22299
"22058",22299
"22059",22300
"22060",22300
"22061",22301
"22062",22301
"22063",22301
"22064",22302
"22065",22302
"22066",22302
"22067",22302
"22068",22302
"22069",22302
"22070",22303
"22071",22303
"22072",22303
"22073",22303
"22074",22303
"22075",22304
"22076",22304
"22077",22304
"22078",22305
"22079",22305
"22080",22306
"22081",22308
"22082",22314
"22083",22314
"22084",22316
"22085",22316
"22086",22317
"22087",22317
"22088",22317
"22089",22317
"22090",22317
"22091",22317
"22092",22317
"22093",22317
"22094",22321
"22095",22321
"22096",22323
"22097",22323
"22098",22326
"22099",22327
"22100",22327
"22101",22327
"22102",22327
"22103",22329
"22104",22329
"22105",22329
"22106",22329
"22107",22331
"22108",22331
"22109",22331
"22110",22332
"22111",22332
"22112",22333
"22113",22333
"22114",22333
"22115",22333
"22116",22333
"22117",22333
"22118",22333
"22119",22341
"22120",22345
"22121",22365
"22122",22365
"22123",22365
"22124",22365
"22125",22365
"22126",22365
"22127",22365
"22128",22365
"22129",22365
"22130",22365
"22131",22365
"22132",22365
"22133",22365
"22134",22365
"22135",22367
"22136",22367
"22137",22373
"22138",22377
"22139",22378
"22140",22378
"22141",22380
"22142",22380
"22143",22380
"22144",22380
"22145",22380
"22146",22380
"22147",22380
"22148",22380
"22149",22383
"22150",22388
"22151",22391
"22152",22391
"22153",22404
"22154",22404
"22155",22409
"22156",22409
"22157",22411
"22158",22411
"22159",22411
"22160",22416
"22161",22416
"22162",22421
"22163",22422
"22164",22422
"22165",22422
"22166",22422
"22167",22422
"22168",22422
"22169",22423
"22170",22423
"22171",22423
"22172",22423
"22173",22423
"22174",22423
"22175",22423
"22176",22423
"22177",22423
"22178",22423
"22179",22423
"22180",22423
"22181",22423
"22182",22423
"22183",22423
"22184",22423
"22185",22423
"22186",22423
"22187",22423
"22188",22423
"22189",22423
"22190",22423
"22191",22423
"22192",22423
"22193",22423
"22194",22423
"22195",22423
"22196",22423
"22197",22423
"22198",22423
"22199",22423
"22200",22423
"22201",22423
"22202",22423
"22203",22423
"22204",22423
"22205",22423
"22206",22423
"22207",22423
"22208",22423
"22209",22423
"22210",22423
"22211",22423
"22212",22423
"22213",22423
"22214",22423
"22215",22423
"22216",22423
"22217",22423
"22218",22423
"22219",22427
"22220",22427
"22221",22427
"22222",22427
"22223",22427
"22224",22427
"22225",22427
"22226",22429
"22227",22429
"22228",22432
"22229",22434
"22230",22434
"22231",22435
"22232",22435
"22233",22435
"22234",22440
"22235",22440
"22236",22440
"22237",22444
"22238",22445
"22239",22446
"22240",22446
"22241",22446
"22242",22446
"22243",22447
"22244",22447
"22245",22447
"22246",22447
"22247",22447
"22248",22447
"22249",22447
"22250",22447
"22251",22447
"22252",22447
"22253",22448
"22254",22450
"22255",22452
"22256",22452
"22257",22452
"22258",22452
"22259",22453
"22260",22453
"22261",22456
"22262",22457
"22263",22457
"22264",22457
"22265",22457
"22266",22457
"22267",22457
"22268",22458
"22269",22458
"22270",22459
"22271",22459
"22272",22459
"22273",22461
"22274",22461
"22275",22470
"22276",22474
"22277",22475
"22278",22475
"22279",22475
"22280",22475
"22281",22477
"22282",22480
"22283",22482
"22284",22482
"22285",22482
"22286",22483
"22287",22484
"22288",22484
"22289",22488
"22290",22488
"22291",22488
"22292",22488
"22293",22488
"22294",22488
"22295",22488
"22296",22488
"22297",22488
"22298",22494
"22299",22498
"22300",22498
"22301",22498
"22302",22498
"22303",22498
"22304",22499
"22305",22501
"22306",22501
"22307",22501
"22308",22501
"22309",22501
"22310",22501
"22311",22501
"22312",22506
"22313",22507
"22314",22509
"22315",22512
"22316",22520
"22317",22520
"22318",22520
"22319",22520
"22320",22522
"22321",22524
"22322",22524
"22323",22529
"22324",22529
"22325",22530
"22326",22530
"22327",22532
"22328",22533
"22329",22533
"22330",22541
"22331",22542
"22332",22542
"22333",22542
"22334",22542
"22335",22542
"22336",22542
"22337",22542
"22338",22542
"22339",22542
"22340",22542
"22341",22542
"22342",22552
"22343",22552
"22344",22570
"22345",22570
"22346",22573
"22347",22576
"22348",22576
"22349",22576
"22350",22576
"22351",22576
"22352",22576
"22353",22576
"22354",22576
"22355",22576
"22356",22576
"22357",22576
"22358",22576
"22359",22576
"22360",22576
"22361",22581
"22362",22584
"22363",22591
"22364",22593
"22365",22593
"22366",22594
"22367",22594
"22368",22594
"22369",22594
"22370",22594
"22371",22594
"22372",22594
"22373",22596
"22374",22596
"22375",22596
"22376",22599
"22377",22600
"22378",22600
"22379",22600
"22380",22600
"22381",22601
"22382",22603
"22383",22603
"22384",22603
"22385",22605
"22386",22614
"22387",22614
"22388",22614
"22389",22624
"22390",22624
"22391",22627
"22392",22627
"22393",22627
"22394",22627
"22395",22629
"22396",22629
"22397",22630
"22398",22633
"22399",22643
"22400",22648
"22401",22648
"22402",22656
"22403",22664
"22404",22665
"22405",22665
"22406",22666
"22407",22666
"22408",22667
"22409",22677
"22410",22677
"22411",22677
"22412",22677
"22413",22677
"22414",22677
"22415",22677
"22416",22677
"22417",22677
"22418",22677
"22419",22677
"22420",22677
"22421",22677
"22422",22677
"22423",22677
"22424",22678
"22425",22678
"22426",22680
"22427",22683
"22428",22687
"22429",22687
